Customer ID,Product ID,Order Date,Region,Quantity Ordered,Product Name,Category,Price,Total Sales
1307,18,2022-10-08,North,2,Mousepad,Electronics,1054.27,2108.54
1340,18,2022-07-07,North,9,Mousepad,Electronics,1054.27,9488.43
1380,18,2022-06-15,East,7,Mousepad,Electronics,1054.27,7379.89
1009,18,2022-07-05,South,1,Mousepad,Electronics,1054.27,1054.27
1048,18,2022-02-21,East,3,Mousepad,Electronics,1054.27,3162.81
1374,18,2022-05-07,East,3,Mousepad,Electronics,1054.27,3162.81
1130,18,2022-05-10,West,2,Mousepad,Electronics,1054.27,2108.54
1172,18,2022-01-27,North,5,Mousepad,Electronics,1054.27,5271.35
1184,18,2022-06-29,West,7,Mousepad,Electronics,1054.27,7379.89
1198,18,2022-01-25,East,3,Mousepad,Electronics,1054.27,3162.81
1199,18,2022-12-25,West,9,Mousepad,Electronics,1054.27,9488.43
1252,18,2022-01-16,South,6,Mousepad,Electronics,1054.27,6325.62
1112,18,2022-12-31,West,7,Mousepad,Electronics,1054.27,7379.89
1113,18,2022-09-20,South,3,Mousepad,Electronics,1054.27,3162.81
1230,18,2022-04-30,North,2,Mousepad,Electronics,1054.27,2108.54
1283,18,2022-07-15,West,3,Mousepad,Electronics,1054.27,3162.81
1277,18,2022-12-10,South,7,Mousepad,Electronics,1054.27,7379.89
1256,18,2022-10-28,South,3,Mousepad,Electronics,1054.27,3162.81
1051,18,2022-12-30,West,8,Mousepad,Electronics,1054.27,8434.16
1089,18,2022-09-15,East,9,Mousepad,Electronics,1054.27,9488.43
1394,18,2022-10-07,North,4,Mousepad,Electronics,1054.27,4217.08
1257,18,2022-08-25,North,9,Mousepad,Electronics,1054.27,9488.43
1179,18,2022-07-09,South,9,Mousepad,Electronics,1054.27,9488.43
1035,18,2022-12-26,West,3,Mousepad,Electronics,1054.27,3162.81
1314,18,2022-02-10,East,8,Mousepad,Electronics,1054.27,8434.16
1122,18,2022-08-30,West,7,Mousepad,Electronics,1054.27,7379.89
1133,18,2022-07-18,West,9,Mousepad,Electronics,1054.27,9488.43
1230,18,2022-06-25,East,4,Mousepad,Electronics,1054.27,4217.08
1342,18,2022-09-30,South,1,Mousepad,Electronics,1054.27,1054.27
1132,18,2022-01-09,South,3,Mousepad,Electronics,1054.27,3162.81
1252,18,2022-07-24,South,7,Mousepad,Electronics,1054.27,7379.89
1190,18,2022-06-13,East,5,Mousepad,Electronics,1054.27,5271.35
1058,18,2022-12-26,North,1,Mousepad,Electronics,1054.27,1054.27
1173,18,2022-10-13,West,5,Mousepad,Electronics,1054.27,5271.35
1020,18,2022-11-27,East,5,Mousepad,Electronics,1054.27,5271.35
1054,18,2022-02-24,West,3,Mousepad,Electronics,1054.27,3162.81
1177,18,2022-02-21,South,2,Mousepad,Electronics,1054.27,2108.54
1205,18,2022-12-11,South,1,Mousepad,Electronics,1054.27,1054.27
1106,18,2022-08-30,North,8,Mousepad,Electronics,1054.27,8434.16
1053,18,2022-12-30,East,9,Mousepad,Electronics,1054.27,9488.43
1008,18,2022-01-11,North,9,Mousepad,Electronics,1054.27,9488.43
1253,18,2022-02-04,West,5,Mousepad,Electronics,1054.27,5271.35
1202,18,2022-04-12,East,1,Mousepad,Electronics,1054.27,1054.27
1013,18,2022-11-22,West,7,Mousepad,Electronics,1054.27,7379.89
1229,18,2022-12-23,North,4,Mousepad,Electronics,1054.27,4217.08
1220,18,2022-05-29,North,7,Mousepad,Electronics,1054.27,7379.89
1194,18,2022-12-10,North,4,Mousepad,Electronics,1054.27,4217.08
1335,18,2022-10-02,South,8,Mousepad,Electronics,1054.27,8434.16
1140,18,2022-11-30,South,3,Mousepad,Electronics,1054.27,3162.81
1320,18,2022-11-15,West,2,Mousepad,Electronics,1054.27,2108.54
1293,18,2022-02-17,South,6,Mousepad,Electronics,1054.27,6325.62
1062,18,2022-05-21,North,6,Mousepad,Electronics,1054.27,6325.62
1089,18,2022-07-20,West,1,Mousepad,Electronics,1054.27,1054.27
1042,18,2022-03-23,South,4,Mousepad,Electronics,1054.27,4217.08
1397,18,2022-10-05,West,4,Mousepad,Electronics,1054.27,4217.08
1173,18,2022-06-01,West,3,Mousepad,Electronics,1054.27,3162.81
1011,18,2022-12-03,South,2,Mousepad,Electronics,1054.27,2108.54
1182,18,2022-02-17,North,1,Mousepad,Electronics,1054.27,1054.27
1154,18,2022-03-03,South,4,Mousepad,Electronics,1054.27,4217.08
1017,18,2022-02-06,East,9,Mousepad,Electronics,1054.27,9488.43
1179,18,2022-09-10,West,3,Mousepad,Electronics,1054.27,3162.81
1152,18,2022-07-13,North,7,Mousepad,Electronics,1054.27,7379.89
1194,18,2022-02-17,West,6,Mousepad,Electronics,1054.27,6325.62
1078,18,2022-01-28,North,3,Mousepad,Electronics,1054.27,3162.81
1398,18,2022-05-19,West,8,Mousepad,Electronics,1054.27,8434.16
1222,18,2022-10-05,East,4,Mousepad,Electronics,1054.27,4217.08
1278,18,2022-11-09,West,3,Mousepad,Electronics,1054.27,3162.81
1109,18,2022-07-20,West,5,Mousepad,Electronics,1054.27,5271.35
1365,18,2022-11-10,North,8,Mousepad,Electronics,1054.27,8434.16
1201,18,2022-04-14,East,6,Mousepad,Electronics,1054.27,6325.62
1330,18,2022-04-20,West,1,Mousepad,Electronics,1054.27,1054.27
1371,18,2022-09-23,North,5,Mousepad,Electronics,1054.27,5271.35
1176,18,2022-07-24,North,7,Mousepad,Electronics,1054.27,7379.89
1188,18,2022-10-30,North,7,Mousepad,Electronics,1054.27,7379.89
1029,18,2022-07-18,South,8,Mousepad,Electronics,1054.27,8434.16
1198,18,2022-06-25,West,1,Mousepad,Electronics,1054.27,1054.27
1011,18,2022-05-30,West,4,Mousepad,Electronics,1054.27,4217.08
1105,18,2022-06-01,West,8,Mousepad,Electronics,1054.27,8434.16
1284,18,2022-12-21,East,2,Mousepad,Electronics,1054.27,2108.54
1081,18,2022-04-26,South,6,Mousepad,Electronics,1054.27,6325.62
1356,18,2022-12-21,North,8,Mousepad,Electronics,1054.27,8434.16
1039,18,2022-07-11,East,1,Mousepad,Electronics,1054.27,1054.27
1060,18,2022-08-19,East,5,Mousepad,Electronics,1054.27,5271.35
1033,18,2022-08-19,East,7,Mousepad,Electronics,1054.27,7379.89
1157,18,2022-12-29,South,6,Mousepad,Electronics,1054.27,6325.62
1383,18,2022-08-22,East,7,Mousepad,Electronics,1054.27,7379.89
1307,18,2022-10-07,North,1,Mousepad,Electronics,1054.27,1054.27
1312,18,2022-10-09,West,2,Mousepad,Electronics,1054.27,2108.54
1213,18,2022-04-21,South,1,Mousepad,Electronics,1054.27,1054.27
1364,18,2022-05-19,East,2,Mousepad,Electronics,1054.27,2108.54
1050,18,2022-07-24,North,6,Mousepad,Electronics,1054.27,6325.62
1237,18,2022-08-27,North,4,Mousepad,Electronics,1054.27,4217.08
1240,18,2022-11-24,South,9,Mousepad,Electronics,1054.27,9488.43
1130,18,2022-05-25,East,2,Mousepad,Electronics,1054.27,2108.54
1379,18,2022-11-28,West,2,Mousepad,Electronics,1054.27,2108.54
1301,18,2022-06-19,South,4,Mousepad,Electronics,1054.27,4217.08
1185,18,2022-08-16,North,3,Mousepad,Electronics,1054.27,3162.81
1234,18,2022-06-15,North,8,Mousepad,Electronics,1054.27,8434.16
1341,18,2022-01-02,West,5,Mousepad,Electronics,1054.27,5271.35
1076,18,2022-06-27,South,8,Mousepad,Electronics,1054.27,8434.16
1345,18,2022-07-22,East,3,Mousepad,Electronics,1054.27,3162.81
1147,18,2022-01-11,East,4,Mousepad,Electronics,1054.27,4217.08
1069,18,2022-02-16,South,1,Mousepad,Electronics,1054.27,1054.27
1159,18,2022-02-23,North,5,Mousepad,Electronics,1054.27,5271.35
1267,18,2022-04-26,East,2,Mousepad,Electronics,1054.27,2108.54
1085,18,2022-04-18,East,2,Mousepad,Electronics,1054.27,2108.54
1153,18,2022-10-18,North,1,Mousepad,Electronics,1054.27,1054.27
1336,18,2022-06-25,North,8,Mousepad,Electronics,1054.27,8434.16
1334,18,2022-09-24,North,3,Mousepad,Electronics,1054.27,3162.81
1159,18,2022-02-15,East,8,Mousepad,Electronics,1054.27,8434.16
1376,18,2022-08-13,East,9,Mousepad,Electronics,1054.27,9488.43
1170,18,2022-05-01,North,5,Mousepad,Electronics,1054.27,5271.35
1078,18,2022-08-14,South,5,Mousepad,Electronics,1054.27,5271.35
1125,18,2022-06-16,East,6,Mousepad,Electronics,1054.27,6325.62
1269,18,2022-01-04,North,6,Mousepad,Electronics,1054.27,6325.62
1300,18,2022-02-01,West,1,Mousepad,Electronics,1054.27,1054.27
1237,18,2022-01-05,South,4,Mousepad,Electronics,1054.27,4217.08
1272,18,2022-08-19,West,7,Mousepad,Electronics,1054.27,7379.89
1038,18,2022-09-29,North,1,Mousepad,Electronics,1054.27,1054.27
1142,18,2022-02-07,North,6,Mousepad,Electronics,1054.27,6325.62
1066,18,2022-12-11,North,2,Mousepad,Electronics,1054.27,2108.54
1239,18,2022-09-16,South,4,Mousepad,Electronics,1054.27,4217.08
1014,18,2022-08-14,South,8,Mousepad,Electronics,1054.27,8434.16
1025,18,2022-12-08,North,6,Mousepad,Electronics,1054.27,6325.62
1096,18,2022-09-17,East,4,Mousepad,Electronics,1054.27,4217.08
1160,18,2022-03-22,West,2,Mousepad,Electronics,1054.27,2108.54
1130,18,2022-03-30,West,6,Mousepad,Electronics,1054.27,6325.62
1267,18,2022-10-15,East,5,Mousepad,Electronics,1054.27,5271.35
1099,18,2022-01-10,West,5,Mousepad,Electronics,1054.27,5271.35
1097,18,2022-01-15,West,8,Mousepad,Electronics,1054.27,8434.16
1386,18,2022-04-01,East,9,Mousepad,Electronics,1054.27,9488.43
1065,18,2022-02-22,East,1,Mousepad,Electronics,1054.27,1054.27
1105,18,2022-03-27,South,4,Mousepad,Electronics,1054.27,4217.08
1010,18,2022-01-28,North,7,Mousepad,Electronics,1054.27,7379.89
1133,18,2022-12-04,West,4,Mousepad,Electronics,1054.27,4217.08
1136,18,2022-07-21,East,3,Mousepad,Electronics,1054.27,3162.81
1329,18,2022-06-12,West,6,Mousepad,Electronics,1054.27,6325.62
1160,18,2022-08-22,South,1,Mousepad,Electronics,1054.27,1054.27
1288,18,2022-08-15,North,1,Mousepad,Electronics,1054.27,1054.27
1010,18,2022-12-30,North,8,Mousepad,Electronics,1054.27,8434.16
1334,18,2022-06-24,North,2,Mousepad,Electronics,1054.27,2108.54
1288,18,2022-12-14,East,2,Mousepad,Electronics,1054.27,2108.54
1149,18,2022-12-19,East,3,Mousepad,Electronics,1054.27,3162.81
1312,18,2022-08-09,West,4,Mousepad,Electronics,1054.27,4217.08
1117,18,2022-08-23,West,4,Mousepad,Electronics,1054.27,4217.08
1198,18,2022-05-31,West,8,Mousepad,Electronics,1054.27,8434.16
1078,18,2022-09-23,South,3,Mousepad,Electronics,1054.27,3162.81
1350,18,2022-05-11,West,8,Mousepad,Electronics,1054.27,8434.16
1035,18,2022-09-07,East,6,Mousepad,Electronics,1054.27,6325.62
1313,18,2022-04-25,West,9,Mousepad,Electronics,1054.27,9488.43
1188,18,2022-11-25,West,2,Mousepad,Electronics,1054.27,2108.54
1057,18,2022-10-24,North,8,Mousepad,Electronics,1054.27,8434.16
1400,18,2022-04-05,South,9,Mousepad,Electronics,1054.27,9488.43
1301,18,2022-12-02,South,2,Mousepad,Electronics,1054.27,2108.54
1007,18,2022-06-03,South,2,Mousepad,Electronics,1054.27,2108.54
1087,18,2022-08-22,North,5,Mousepad,Electronics,1054.27,5271.35
1232,18,2022-01-16,North,5,Mousepad,Electronics,1054.27,5271.35
1284,18,2022-05-05,North,7,Mousepad,Electronics,1054.27,7379.89
1042,18,2022-02-11,East,8,Mousepad,Electronics,1054.27,8434.16
1101,18,2022-12-12,South,2,Mousepad,Electronics,1054.27,2108.54
1260,18,2022-09-02,East,8,Mousepad,Electronics,1054.27,8434.16
1129,18,2022-03-14,East,2,Mousepad,Electronics,1054.27,2108.54
1158,18,2022-05-19,East,4,Mousepad,Electronics,1054.27,4217.08
1190,18,2022-12-26,North,5,Mousepad,Electronics,1054.27,5271.35
1347,18,2022-06-24,West,5,Mousepad,Electronics,1054.27,5271.35
1046,18,2022-07-29,East,1,Mousepad,Electronics,1054.27,1054.27
1215,18,2022-01-01,South,1,Mousepad,Electronics,1054.27,1054.27
1387,18,2022-12-25,South,5,Mousepad,Electronics,1054.27,5271.35
1161,18,2022-09-20,South,4,Mousepad,Electronics,1054.27,4217.08
1089,18,2022-09-28,West,6,Mousepad,Electronics,1054.27,6325.62
1309,18,2022-08-22,South,2,Mousepad,Electronics,1054.27,2108.54
1068,18,2022-06-29,South,1,Mousepad,Electronics,1054.27,1054.27
1127,18,2022-09-13,West,6,Mousepad,Electronics,1054.27,6325.62
1324,18,2022-06-29,South,7,Mousepad,Electronics,1054.27,7379.89
1301,18,2022-10-31,West,8,Mousepad,Electronics,1054.27,8434.16
1021,18,2022-04-18,South,1,Mousepad,Electronics,1054.27,1054.27
1028,18,2022-05-02,West,4,Mousepad,Electronics,1054.27,4217.08
1076,18,2022-07-22,North,1,Mousepad,Electronics,1054.27,1054.27
1158,18,2022-03-10,East,2,Mousepad,Electronics,1054.27,2108.54
1258,18,2022-04-18,South,4,Mousepad,Electronics,1054.27,4217.08
1307,18,2022-11-05,West,3,Mousepad,Electronics,1054.27,3162.81
1039,18,2022-05-08,South,1,Mousepad,Electronics,1054.27,1054.27
1156,18,2022-08-10,South,6,Mousepad,Electronics,1054.27,6325.62
1100,18,2022-12-31,North,5,Mousepad,Electronics,1054.27,5271.35
1193,18,2022-12-24,East,2,Mousepad,Electronics,1054.27,2108.54
1037,18,2022-02-20,West,6,Mousepad,Electronics,1054.27,6325.62
1385,18,2022-05-21,East,6,Mousepad,Electronics,1054.27,6325.62
1070,18,2022-12-23,West,3,Mousepad,Electronics,1054.27,3162.81
1304,18,2022-03-02,West,9,Mousepad,Electronics,1054.27,9488.43
1242,18,2022-05-03,West,3,Mousepad,Electronics,1054.27,3162.81
1147,18,2022-01-15,East,7,Mousepad,Electronics,1054.27,7379.89
1063,18,2022-11-21,East,5,Mousepad,Electronics,1054.27,5271.35
1325,18,2022-03-03,West,5,Mousepad,Electronics,1054.27,5271.35
1264,18,2022-10-19,West,2,Mousepad,Electronics,1054.27,2108.54
1257,18,2022-02-21,West,2,Mousepad,Electronics,1054.27,2108.54
1035,18,2022-06-30,West,8,Mousepad,Electronics,1054.27,8434.16
1384,18,2022-09-17,South,4,Mousepad,Electronics,1054.27,4217.08
1260,18,2022-07-16,West,3,Mousepad,Electronics,1054.27,3162.81
1290,18,2022-08-30,South,5,Mousepad,Electronics,1054.27,5271.35
1358,18,2022-12-04,South,1,Mousepad,Electronics,1054.27,1054.27
1055,18,2022-07-30,North,1,Mousepad,Electronics,1054.27,1054.27
1023,18,2022-11-24,North,9,Mousepad,Electronics,1054.27,9488.43
1354,18,2022-05-26,West,9,Mousepad,Electronics,1054.27,9488.43
1079,18,2022-11-12,South,4,Mousepad,Electronics,1054.27,4217.08
1135,8,2022-10-02,South,4,Headphones,Electronics,1733.69,6934.76
1328,8,2022-09-08,South,1,Headphones,Electronics,1733.69,1733.69
1172,8,2022-02-03,West,8,Headphones,Electronics,1733.69,13869.52
1013,8,2022-06-23,South,4,Headphones,Electronics,1733.69,6934.76
1385,8,2022-09-13,West,8,Headphones,Electronics,1733.69,13869.52
1283,8,2022-10-31,South,3,Headphones,Electronics,1733.69,5201.07
1233,8,2022-12-12,West,1,Headphones,Electronics,1733.69,1733.69
1234,8,2022-02-13,East,3,Headphones,Electronics,1733.69,5201.07
1101,8,2022-09-24,East,1,Headphones,Electronics,1733.69,1733.69
1113,8,2022-03-10,West,6,Headphones,Electronics,1733.69,10402.14
1187,8,2022-11-03,East,9,Headphones,Electronics,1733.69,15603.21
1099,8,2022-01-15,East,4,Headphones,Electronics,1733.69,6934.76
1208,8,2022-11-21,North,2,Headphones,Electronics,1733.69,3467.38
1366,8,2022-09-27,North,3,Headphones,Electronics,1733.69,5201.07
1194,8,2022-10-16,East,3,Headphones,Electronics,1733.69,5201.07
1095,8,2022-11-13,East,1,Headphones,Electronics,1733.69,1733.69
1018,8,2022-01-26,West,7,Headphones,Electronics,1733.69,12135.83
1386,8,2022-01-24,South,4,Headphones,Electronics,1733.69,6934.76
1391,8,2022-07-01,North,7,Headphones,Electronics,1733.69,12135.83
1305,8,2022-03-31,South,4,Headphones,Electronics,1733.69,6934.76
1370,8,2022-03-27,North,5,Headphones,Electronics,1733.69,8668.45
1192,8,2022-06-07,South,1,Headphones,Electronics,1733.69,1733.69
1285,8,2022-10-17,North,7,Headphones,Electronics,1733.69,12135.83
1204,8,2022-01-24,North,7,Headphones,Electronics,1733.69,12135.83
1100,8,2022-10-11,East,4,Headphones,Electronics,1733.69,6934.76
1016,8,2022-09-18,West,8,Headphones,Electronics,1733.69,13869.52
1090,8,2022-07-08,North,1,Headphones,Electronics,1733.69,1733.69
1141,8,2022-08-23,South,6,Headphones,Electronics,1733.69,10402.14
1365,8,2022-03-20,North,5,Headphones,Electronics,1733.69,8668.45
1173,8,2022-10-03,North,3,Headphones,Electronics,1733.69,5201.07
1117,8,2022-07-25,North,9,Headphones,Electronics,1733.69,15603.21
1374,8,2022-04-19,North,1,Headphones,Electronics,1733.69,1733.69
1259,8,2022-06-15,East,2,Headphones,Electronics,1733.69,3467.38
1366,8,2022-03-20,North,5,Headphones,Electronics,1733.69,8668.45
1247,8,2022-02-03,North,4,Headphones,Electronics,1733.69,6934.76
1285,8,2022-02-15,East,8,Headphones,Electronics,1733.69,13869.52
1330,8,2022-07-08,East,4,Headphones,Electronics,1733.69,6934.76
1336,8,2022-06-26,East,3,Headphones,Electronics,1733.69,5201.07
1155,8,2022-12-26,West,5,Headphones,Electronics,1733.69,8668.45
1121,8,2022-10-20,West,2,Headphones,Electronics,1733.69,3467.38
1214,8,2022-04-26,East,7,Headphones,Electronics,1733.69,12135.83
1239,8,2022-01-24,North,7,Headphones,Electronics,1733.69,12135.83
1274,8,2022-01-29,North,2,Headphones,Electronics,1733.69,3467.38
